bangla_speech,combined,ipa_output
বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল,Barishal  বাড়ি যাওয়ার পথে ফেলাইওভার দেইকখা হাবিব অটাশ হইয়া গ্যাছে,bɐɾɔhɐl  bɐɽɪ ɟɐ͡o̯ʷɐɾ pɔt̪ʰe pʰelɐ͡ɪ̯obʱɐɾ d̪e͡ɪ̯kkʰɐ hɐbɪb ɔtɐʃ ho͡ɪ̯ʲɐ gɛcʰe
এটাকে তার মনে হলো দোতলা রাস্তা,Barishal  এইডারে হ্যার মনে হইছে দোতালা রাস্তা,bɐɪʃɐl  e͡ɪ̯dɐɾe hɛɾ mone ho͡ɪ̯cʰe d̪ot̪ɐlɐ ɾɐst̪ɐ
রাস্তার পাশে একটি ফুলের দোকান,Barishal  রাস্তার ধারে এউক্কা ফুলের দোকান,bɐɾɪʃɐl  ɾɐst̪ɐɾ d̪ʱɐɾe e͡u̯kkɐ pʰuleɾ d̪okɐn
নানা রকম ফুল থরে থরে সাজানো রয়েছে,Barishal  নানা রহমের ফুল থরে থরে সাজাইন্না রইছে,bɐɾɪʃɐl  nɐnɐ ɾɔhomeɾ pʰul t̪ʰoɾe t̪ʰoɾe ʃɐɟɐ͡ɪ̯nnɐ ɾo͡ɪ̯cʰe
তার ঠিক পাশেই একটা ফলের দোকান,Barishal  হ্যার ঠিক পাশেই এউক্কা ফলের দোকান,bɐɾɔhɐl  hɛɾ tʰɪk pɐʃe͡ɪ̯ e͡u̯kkɐ pʰɔleɾ d̪okɐn
সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল,Barishal  হেইহানে গোনে বড় বুইন গোডাচাইরে হোবরি কেনছে,bɐɾɔhɐl  he͡ɪ̯hɐne gone bɔɽo bu͡ɪ̯n godɐcɐ͡ɪ̯ɾe hoboɾɪ kencʰe
সবার সাথে কুশল বিনিময় হলো,Barishal  হগলডির লগে কথাবার্তা হইলে,bɐɾɔhɐl  hɔgoldɪɾ lɔge kɔt̪ʰɐbɐɾt̪ɐ ho͡ɪ̯le
টেবিলে নাশতা দেওয়া ছিল,Barishal  টেবিলে নাস্তা দেওয়া আল্লেহ,bɐɾɔhɐl  tebɪle nɐst̪ɐ d̪e͡o̯ʷɐ ɐlleh
হাত-মুখ ধুয়ে সে নাশতা করতে বসল,Barishal  হাত-মুখ ধুইয়া হ্যায় নাস্তা করতে বইছে,bɐɾɪʃɐl  hɐt̪-mukʰ d̪ʱu͡ɪ̯ʲɐ hɛe̯ nɐst̪ɐ koɾt̪e bo͡ɪ̯cʰe
সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা,Barishal  হেইদিন আল্লেহ বাংলাদেশ দলের কিরকেট খ্যালা,bɐɾɔhɐl  he͡ɪ̯d̪ɪn ɐlleh bɐŋlɐd̪eʃ d̪ɔleɾ kɪɾɔket kʰɛlɐ
খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল,Barishal  খাওন শ্যাষ কইররাই টিভি'র সামনে বইছে,bɐɾɪʃɐl  kʰɐ͡o̯n ʃɛʃ ko͡ɪ̯ɾɾɐ͡ɪ̯ tɪbʱɪ'ɾo ʃɐmne bo͡ɪ̯cʰe
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,Barishal  বেবাক মিলাইয়া হ্যার বেমালা মজা হইতেয়াছেলে,bɐɾɔhɐl  bebɐk mɪlɐ͡ɪ̯ʲɐ hɛɾ bemɐlɐ mɔɟɐ ho͡ɪ̯t̪eʲɐcʰele
মেয়ে কী কাণ্ড করেছে জানো?,Barishal  মাইয়া কি আকাম করছে জানো?,bɐɾoʃɐl  mɐ͡ɪ̯ʲɐ kɪ ɐkɐm koɾcʰe ɟɐno?
সোনার চুড়িটা ভেঙে দু-টুকরো করেছে,Barishal  সোনার চুরি ভাইঙ্গা দুইটুকরা করছে,bɐɾcʰe  ʃonɐɾ cuɾɪ bʱɐ͡ɪ̯ŋgɐ d̪u͡ɪ̯tukɾɐ koɾcʰe
ইচ্ছা করে ভেঙেছি নাকি?,Barishal  ইচ্ছা কইররা ভাঙছি ত্যায়?,bɐɾɔhɐl  ɪccʰɐ ko͡ɪ̯ɾɾɐ bʱɐŋcʰɪ t̪ɛe̯?
পা পিছলে পড়ে গেলাম তো কী করব?,Barishal  পাছার খাইয়া পইররা গ্যালাম ত্যায় কি করমু?,bɐɾɔhɐl  pɐcʰɐɾ kʰɐ͡ɪ̯ʲɐ po͡ɪ̯ɾɾɐ gɛlɐm t̪ɛe̯ kɪ koɾmu?
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,Barishal  মোর যে ব্যথা লাগছে হেইয়া ভুঝি কিছু না,bɐɾɔhɐl  moɾ ɟe bɛt̪ʰɐ lɐgcʰe he͡ɪ̯ʲɐ bʱuɟʱɪ kɪcʰu nɐ
মেয়েকে পরতে দিয়েছিলেন,Barishal  মাইয়ারে পরতে দেল্লাহম,bɐɾɔhɐl  mɐ͡ɪ̯ʲɐɾe poɾt̪e d̪ellɐhom
আমার নানা সুস্থ,Barishal  মোর নানা সুস্থ,bɐɾɔhɐl  moɾ nɐnɐ ʃust̪ʰo
রোগীকে হাসপাতালে ভর্তি হতে হবে ,Barishal  রুগীরে হাসপাতালে ভর্তি হইতে হইবে,bɐɾɔhɐl  ɾugɪɾe hɐʃpɐt̪ɐle bʱɔɾt̪ɪ ho͡ɪ̯t̪e ho͡ɪ̯be
এত বড়ো হাসপাতাল আমি আগে দেখিনি,Barishal  এত্তোর হাসপাতাল মুই আগে দেহিনাই,bɐɾɔhɐl  ɛt̪t̪oɾ hɐʃpɐt̪ɐl mu͡ɪ̯ ɐge d̪ehɪnɐ͡ɪ̯
আমাকে দেখে খুব খুশি হলো,Barishal  মোরে দেইখ্যা বেমালা খুশি হইছে,bɐɾɔhɐl  moɾe d̪e͡ɪ̯kʰkʰɐ bemɐlɐ kʰuʃɪ ho͡ɪ̯cʰe
আমি অন্যের সাথে কথা বলি ,Barishal  মুই অন্যের লগে কথা কই,bɐɾɔhɐl  mu͡ɪ̯ ɔnneɾ lɔge kɔt̪ʰɐ ko͡ɪ̯
তিনি বিদেশ থেকে এসেছেন,Barishal  হ্যায় বিদেশে গোনে আইছে,bɐɾɔhɐl  hɛe̯ bɪd̪eʃe gone ɐ͡ɪ̯cʰe
তিনি কোন বিষয় নিয়ে কথা বলছিলেন?,Barishal  হ্যায় কোন বিষয় লইয়া কথা কইতেয়াছেলে?,bɐɾɔhɐl  hɛe̯ kon bɪʃɔe̯ lɔ͡ɪ̯ʲɐ kɔt̪ʰɐ ko͡ɪ̯t̪eʲɐcʰele?
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,Barishal  লও ঐতিহাসিক জায়গায় ঘোরতে যামু,bɐɾɔhɐl  lɔ͡o̯ o͡ɪ̯t̪ɪhɐʃɪk ɟɐʲgɐe̯ gʱoɾt̪e ɟɐmu
ঠিক করা হলো সবাই মিলে যাব,Barishal  ঠিক করা হইছে হগলডি মিললা যামু,bɐɾɔhɐl  tʰɪk kɔɾɐ ho͡ɪ̯cʰe hɔgoldɪ mɪllɐ ɟɐmu
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল ,Barishal  মোগো যাওনের কথা হুইন্না হ্যায়ও যাইতে চাইছে,bɐɾɪʃɐl  mogo ɟɐ͡o̯neɾ kɔt̪ʰɐ hu͡ɪ̯nnɐ hɛʲo ɟɐ͡ɪ̯t̪e cɐ͡ɪ̯cʰe
সব মানুষের ভাষা এক রকমের নয়,Barishal  হগল মানের ভাষা এক রহম না,bɐɾɔhɐl  hɔgol mɐneɾ bʱɐʃɐ ɛk ɾɔhɔm nɐ
সে মাঠে আসেনি ,Barishal  হ্যায় মাডে আয়নাই,bɐɾɔhɐl  hɛe̯ mɐde ɐʲnɐ͡ɪ̯
জরুরি সভা হবে,Barishal  জরুলি সভা হইবে,bɐɾɔhɐl  ɟoɾulɪ ʃɔbʱɐ ho͡ɪ̯be
হাসপাতালে আমি আগে যাইনি,Barishal  হাসপাতালে মুই আগে যাই নাই,bɐɾɔhɐl  hɐʃpɐt̪ɐle mu͡ɪ̯ ɐge ɟɐ͡ɪ̯ nɐ͡ɪ̯
আমি অন্যের সাথে কথা বলি না,Barishal  মুই অন্যের লগে কথা কই না,bɐɪʃɐl  mu͡ɪ̯ ɔnneɾ lɔge kɔt̪ʰɐ ko͡ɪ̯ nɐ
তিনি কি বিদেশ থেকে এসেছেন,Barishal  হ্যায় কি বিদেশে গোনে আইছে,bɐɾɔhɐl  hɛe̯ kɪ bɪd̪eʃe gone ɐ͡ɪ̯cʰe
সবার ভাষা এক রকমের নয়,Barishal  হগলডির ভাষা এক রহমের না,bɐɾɔhɐl  hɔgoldɪɾ bʱɐʃɐ ɛk ɾɔhomeɾ nɐ
তার কাছে অনেক টাকা আছে,Barishal  হ্যার ধারে বেমালা টাহা আছে,bɐɾɔhɐl  hɛɾ d̪ʱɐɾe bemɐlɐ tɐhɐ ɐcʰe
কয়েক দিন অপেক্ষা করো ,Barishal  কয়ডা দিন অপেক্ষা কর, bɐɾɔhɐl  kɔʲdɐ d̪ɪn ɔpekkʰɐ kɔɾ
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,Barishal  মোর বাড়ির ধারে রাস্তার পাশে এউক্কা ফুলের দোহান,bɐɾɔhɐl  moɾ bɐɽɪɾ d̪ʱɐɾe ɾɐst̪ɐɾ pɐʃe ɛ͡u̯kkɐ pʰuleɾ d̪ohɐn
তার কাছে অনেক দেশের টাকা আছে,Barishal  হ্যার ধারে ম্যালা দেশের টাহা আছে,bɐɾɔhɐl  hɛɾ d̪ʱɐɾe mɛlɐ d̪eʃeɾ tɐhɐ ɐcʰe
আমি তোমাকে একটা উপহার দিতে চাই,Barishal  মুই তোমারে এউক্কা উপহার দেতে চাই,bɐɾɔhɐl  mu͡ɪ̯ t̪omɐɾe ɛ͡u̯kkɐ upohɐɾ d̪et̪e cɐ͡ɪ̯
সব শুনে আমি বললাম,Barishal  বেবাক হুইননা মুই কইলাম,bɐɾɔhɐl  bebɐk hu͡ɪ̯nnɐ mu͡ɪ̯ ko͡ɪ̯lɐm
কয়েক দিন অপেক্ষা করে দেখো,Barishal  কয়ডা দিন অপেক্ষা কইররা দ্যাহো,bɐɾɔhɐl  kɔʲdɐ d̪ɪn ɔpekkʰɐ ko͡ɪ̯ɾɾɐ d̪ɛho
"কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে",Barishal  কয়ডা দিন পর পারুল নিজেই কইলো বইডা পাওয়া গ্যাছে,bɐɾɔhɐl  kɔʲdɐ d̪ɪn pɔɾ pɐɾul nɪɟe͡ɪ̯ ko͡ɪ̯lo bo͡ɪ̯dɐ pɐ͡o̯ʷɐ gɛcʰe
এক বই নিয়ে এত ঘটনা ঘটে যাবে,Barishal  এউক্কা বই লইয়া এত ঘটনা ঘইটটা যাইবে,bɐɾɔhɐl  ɛ͡u̯kkɐ bo͡ɪ̯ lɔ͡ɪ̯ʲɐ ɛt̪o gʱɔtonɐ gʱɔ͡ɪ̯ttɐ ɟɐ͡ɪ̯be
সে না বুঝে অন্যদের দোষ দিচ্ছিল,Barishal  হ্যায় না বুইজঝা অন্যডির দোষ দেতেয়াছেলে,bɐɾɔhɐl  hɛe̯ nɐ bu͡ɪ̯ɟɟʱɐ ɔnnodɪɾ d̪oʃ d̪et̪eʲɐcʰele
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি ,Barishal  কমলাপুর রেল এস্টেশন গোনে বুইনের বাড়ি যাইতেয়াছি,bɐɪʃɐl  kɔmlɐpuɾ ɾelo esteʃon gone bu͡ɪ̯neɾ bɐɽɪ ɟɐ͡ɪ̯t̪eʲɐcʰɪ
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,Barishal  বুইনের বাড়ির ধারে রাস্তার পাশে এউক্কা ফুলের দোহান,bɐɾɔhɐl  bu͡ɪ̯neɾ bɐɽɪɾ d̪ʱɐɾe ɾɐst̪ɐɾ pɐʃe ɛ͡u̯kkɐ pʰuleɾ d̪ohɐn
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রকম ফুল আছে দোকানে ","Barishal  রজনীগন্ধা, গোলাপ, গেন্দাসহ ম্যালা রহমের ফুল আছে দোহানে","bɐɾɔʃɐl  ɾɔɟonɪgɔnd̪ʱɐ, golɐp, gend̪ɐʃɔho mɛlɐ ɾɔhomeɾ pʰul ɐcʰe d̪ohɐne"
 বড়ো বোনের জন্য কিছু পেয়ারা কিনল,Barishal  বড় বুইনের লইজ্ঞা কয়ডা হোবরি কেনছে,bɐɾɔʃɐl  bɔɽo bu͡ɪ̯neɾ lo͡ɪ̯ggɐ kɔʲdɐ hoboɾɪ kencʰe
 বড়ো বোন কিছু পেয়ারা কিনল,Barishal  বড় বুইন কয়ডা হোবরি কেনছে,bɐɾɔhɐl  bɔɽo bu͡ɪ̯n kɔʲdɐ hoboɾɪ kencʰe
তো আমি কী করব?,Barishal  ত্যায় মুই কি করমু?,bɐɾɔhɐl  t̪ɛe̯ mu͡ɪ̯ kɪ koɾmu?
সমান দুটো টুকরো হয়ে গেছে,Barishal  সমান দুজ্ঞা টুকরা হইয়া গ্যাছে,bɐɾɔʃɐl  ʃɔmɐn d̪uggɐ tukɾɐ ho͡ɪ̯ʲɐ gɛcʰe
দু-টুকরো হলো কী করে?,Barishal  দুইটুকরা হইলে ক্যামনে?,bɐɾɔhɐl  d̪u͡ɪ̯tukɾɐ ho͡ɪ̯le kɛmone?
এটা আমাদের বাড়ি,Barishal  এইজ্ঞা মোগো বাড়ি,bɐɽɪ  e͡ɪ̯ggɐ mogo bɐɽɪ
প্রথমে বালিশের তলাটা হাতড়ালেন,Barishal  পোরথোমে বালিশের তলে হাতাইছে,bɐɾt̪ʰome  poɾt̪ʰome bɐlɪʃeɾ t̪ɔle hɐt̪ɐ͡ɪ̯cʰe
এত সুন্দর লাগে তার,Barishal  এত্তো সুন্দর লাগে হ্যার,bɐɾɔhɐl  ɛt̪t̪o ʃund̪ɔɾ lɐge hɛɾ
শুধু তাকিয়ে থাকতে ইচ্ছে করে,Barishal  খালি চাইয়া থাকতে ইচ্ছা করে,bɐɾɔʃɐl  kʰɐlɪ cɐ͡ɪ̯ʲɐ t̪ʰɐkt̪e ɪccʰɐ koɾe
তাদের বাগান অন্যদের বাগানের মতো নয়,Barishal  হ্যাগো বাগান অন্যগো বাগানের নাহান না,bɐɾɔhɐl  hɛgo bɐgɐn ɔnnogo bɐgɐneɾ nɐhɐn nɐ
বিশাল বড়ো বড়ো গাছ,Barishal  বিশাল এত্তোর এত্তোর গাছ,bɐɾɔhɐl  bɪʃɐl ɛt̪t̪oɾ ɛt̪t̪oɾ gɐcʰ
পুতুলের এই জন্যেই খুব মন খারাপ,Barishal  পুতুলের এইয়ার লইজ্ঞাই একছের মন খারাপ,bɐɾɐl  put̪uleɾ e͡ɪ̯ʲɐɾ lo͡ɪ̯ggɐ͡ɪ̯ ɛkcʰeɾ mon kʰɐɾɐp
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,Barishal  গাছগুলানের দিক চাইলেই হ্যার কান্দোন পাইয়া যায়,bɐɾɔhɐl  gɐcʰgulɐneɾ d̪ɪk cɐ͡ɪ̯le͡ɪ̯ hɛɾ kɐnd̪on pɐ͡ɪ̯ʲɐ ɟɐe̯
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,Barishal  গুরাগারারা ম্যালা কাম করে যেইডি বড়রা পছন্দ করেনা,bɐɾɔhɐl  guɾɐgɐɾɐɾɐ mɛlɐ kɐm koɾe ɟe͡ɪ̯dɪ bɔɽɾɐ pɔcʰond̪o kɔɾenɐ
তাছাড়া আরেকটা কারণও আছে,Barishal  হেইয়াছাড়াও আরেউক্কা কারণও আছে,bɐɾɔhɐl  he͡ɪ̯ʲɐcʰɐɽɐ͡o̯ ɐɾe͡u̯kkɐ kɐɾono ɐcʰe
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,Barishal  ঘরে আলো বাতাস হেইরহম ঢোকতে পারে না,bɐɾɔhɐl  gʱɔɾe ɐlo bɐt̪ɐʃ he͡ɪ̯ɾɔhɔm dʱokt̪e pɐɾe nɐ
আমাদের চলতেই পারে না,Barishal  মোগো চলতেই পারে না,bɐɾɔhɐl  mogo cɔlt̪e͡ɪ̯ pɐɾe nɐ
হাতে তালি দিয়ে দিয়ে কি পড়া যায়?,Barishal  হাত তালি দিয়া কি পড়া যায়?,bɐɾɔhɐl  hɐt̪ t̪ɐlɪ d̪ɪʲɐ kɪ pɔɽɐ ɟɐe̯?
কোথাও যাওয়ার রাস্তা,Barishal  কোনহানে যাওনের রাস্তা নাই,bɐɾɔhɐl  konhɐne ɟɐ͡o̯neɾ ɾɐst̪ɐ nɐ͡ɪ̯
এখানে নাকি একটা শিশুপার্ক হবে,Barishal  এইহানে বোলে এউক্কা শিশুপার্ক হইবে?,bɐɾɔʃɐl  e͡ɪ̯hɐne bole ɛ͡u̯kkɐ ʃɪʃupɐɾko ho͡ɪ̯be?
তোমাদের কথা শুনে হাসছি,Barishal  তোমাগো কথা হুইননা হাসতেয়াছি,bɐɾɔhɐl  t̪omɐgo kɔt̪ʰɐ hu͡ɪ̯nnɐ hɐʃt̪eʲɐcʰɪ
মিথ্যা কথা বোলো না,Barishal  মিছা কথা কইও না,bɐɾɔhɐl  mɪcʰɐ kɔt̪ʰɐ ko͡ɪ̯o nɐ
যে অত্যাচার করে,Barishal  যেই অত্যাচার করে,bɐɾɔʃɐl  ɟe͡ɪ̯ ot̪t̪ɐcɐɾ koɾe
মেঠো পথের দুপাশে সবুজ ধানখেত,Barishal  মাডির রাস্তার দুইপাশে কোলা,bɐɾɔhɐl  mɐdɪɾ ɾɐst̪ɐɾ d̪u͡ɪ̯pɐʃe kolɐ
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,Barishal  হুটকইররা সামনের মাইয়াউজ্ঞা থমকাইয়া খাড়াইছে,bɐɾɔʃɐl  hutko͡ɪ̯ɾɾɐ ʃɐmoneɾ mɐ͡ɪ̯ʲɐ͡u̯ggɐ t̪ʰɔmkɐ͡ɪ̯ʲɐ kʰɐɽɐ͡ɪ̯cʰe
ধানখেত পার হতেই একটা বড়ো পুকুর,Barishal  কোলা পার হইয়াই এইক্কা বড় পুহুইর,bɐɾɔʃɐl  kolɐ pɐɾ ho͡ɪ̯ʲɐ͡ɪ̯ e͡ɪ̯kkɐ bɔɽo puhu͡ɪ̯ɾ
চোখের আড়াল হয়ে গেছে,Barishal  চোখের বায়ড়ায় গ্যাছে,bɐɾɔhɐl  cokʰeɾ bɐʲɽɐe̯ gɛcʰe
সে আমার চোখের আড়াল হয়ে গেছে ,Barishal  হ্যায় মোর চোখের বায়ড়ায় গ্যাছে,bɐɾɔhɐl  hɛe̯ moɾ cokʰeɾ bɐʲɽɐe̯ gɛcʰe
সেখানকার পানি টলটলে,Barishal  হেইহানের পানি টলটইল্লা, bɐɾɔhɐl  he͡ɪ̯hɐneɾ pɐnɪ tɔltɪllɐ
পুকুরের ধারে একটা বড়ো আমগাছ,Barishal  পুহুইরের ধারে এউক্কা বড় আমগাছ,bɐɾɔhɐl  puhu͡ɪ̯ɾeɾ d̪ʱɐɾe e͡u̯kkɐ bɔɽo ɐmgɐcʰ
"আমার মনে হচ্ছে, এবার অনেক আম ধরবে","Barishal  মোর মনে হইতেয়াছে, এইফির বেমালা আম ধরবে","bɐɪʃɐl  moɾ mone ho͡ɪ̯t̪eʲɐcʰe, e͡ɪ̯pʰɪɾ bemɐlɐ ɐm d̪ʱoɾbe"
আমি আম খেতে ভালোবাসি,Barishal  মুই আম খাইতে ভালোবাসি,bɐɾɔhɐl  mu͡ɪ̯ ɐm kʰɐ͡ɪ̯t̪e bʱɐlobɐʃɪ
সেই আমগাছের দিকে তাকিয়ে ছিলাম ,Barishal  হেই আমগাছের দিক চাইয়া আল্লাহম,bɐɾɔhɐl  he͡ɪ̯ ɐmgɐcʰeɾ d̪ɪk cɐ͡ɪ̯ʲɐ ɐllɐhom
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,Barishal  আমগাছের দিক চাইয়া এউক্কা মাইয়া কইলো,bɐɾɔhɐl  ɐmgɐcʰeɾ d̪ɪk cɐ͡ɪ̯ʲɐ e͡u̯kkɐ mɐ͡ɪ̯ʲɐ ko͡ɪ̯lo
আমার দিকে তাকিয়ে একটি মেয়ে বলল,Barishal  মোর দিক চাইয়া এউক্কা মাইয়া কইলো,bɐɾɔhɐl  moɾ d̪ɪk cɐ͡ɪ̯ʲɐ e͡u̯kkɐ mɐ͡ɪ̯ʲɐ ko͡ɪ̯lo
সবাই তাকিয়ে দেখল,Barishal  হগলডি চাইয়া দ্যাখলো,bɐɾɔhɐl  hɔgoldɪ cɐ͡ɪ̯ʲɐ d̪ɛkʰɔlo
আমগাছে প্রচুর মুকুল এসেছে,Barishal  আমগাছে বেমালা বোল আইছে,bɐɾɔhɐl  ɐmgɐcʰe bemɐlɐ bol ɐ͡ɪ̯cʰe
সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়েছে,Barishal  সাদা বোলে আমগাছের সবুজ পাতা ঢাইক্কা গ্যাছে,bɐɾɔhɐl  ʃɐd̪ɐ bole ɐmgɐcʰeɾ ʃobuɟ pɐt̪ɐ dʱɐ͡ɪ̯kkɐ gɛcʰe
তাঁর বয়স কম-বেশি সত্তর বছর,Barishal  হ্যার বয়স কমবেশি সত্তুর বছর,bɐɾɔhɐl  hɛɾ bɔʲoʃ kombeʃɪ ʃɔt̪t̪uɾ bɔcʰoɾ
তিনি ওদের কথা শুনে বললেন,Barishal  হ্যায় অগো কথা হুইন্না কয়,bɐɾɔhɐl  hɛe̯ ɔgo kɔt̪ʰɐ hu͡ɪ̯nnɐ kɔe̯
ও ঠিকই বলেছে,Barishal  অয় ঠিকই কইছে,bɐɾɔhɐl  ɔe̯ tʰɪkɪ ko͡ɪ̯cʰe
"যে বছর ধান ভালো হয়, সে বছর আমের ফলনও ভালো হয়","Barishal  যেই বছর ধান ভালো হয়, হেই বছর আমের ফলনও ভালো হয়","bɐɾɔhɐl  ɟe͡ɪ̯ bɔcʰoɾ d̪ʱɐn bʱɐlo hɔe̯, he͡ɪ̯ bɔcʰoɾ ɐmeɾ pʰɔlono bʱɐlo hɔʲ"
"সবাই যখন পড়তে বসে, রাজীব তখন ঘুমায়","Barishal  হগলডি যহন পড়তে বয়, রাজীব হেইকালে ঘুমায়","bɐɾɔhɐl  hɔgoldɪ ɟɔhon poɽt̪e bɔe̯, ɾɐɟɪb he͡ɪ̯kɐle gʱumɐʲ"
"সবাই যখন পড়তে বসে, আমি তখন ঘুমাই","Barishal  হগলডি যহন পড়তে বয়, মুই হেইকালে ঘুমাই","bɐɾɔhɐl  hɔgoldɪ ɟɔhon poɽt̪e bɔe̯, mu͡ɪ̯ he͡ɪ̯kɐle gʱumɐ͡ɪ̯"
আমি সকালে দেড়ি করে ঘুম থেকে উঠি ,Barishal  মুই বেইন্নাহালে দেড়ি কইররা ঘুমে গোনে উডি,bɐɾɔhɐl  mu͡ɪ̯ be͡ɪ̯nnɐhɐle d̪eɽɪ ko͡ɪ̯ɾɾɐ gʱume gone udɪ
আমি  ঠিকই বলেছি,Barishal  মুই ঠিকই কইছি,bɐɾɔhɐl  mu͡ɪ̯ tʰɪkɪ ko͡ɪ̯cʰɪ
ভাই তখন পড়তে বসে,Barishal  ভাই তহন পড়তে বহে,bɐɾɔhɐl  bʱɐ͡ɪ̯ t̪ɔhon poɽt̪e bɔhe
আমি সকাালে পড়তে বসি ,Barishal  মুই বেইন্নাহালে পড়তে বই,bɐɾɔhɐl  mu͡ɪ̯ be͡ɪ̯nnɐhɐle poɽt̪e bo͡ɪ̯
আজকাল কী যে করছে ছেলেটা,Barishal  আইজকাইল কি যে করতেয়াছে পোলাডা,bɐɾɔhɐl  ɐ͡ɪ̯ɟkɐ͡ɪ̯l kɪ ɟe koɾt̪eʲɐcʰe polɐdɐ
বয়স সবে চার বছর পূর্ণ হলো,Barishal  বয়স হবায় চাইর বছর পুরা হইছে,bɐɾɔhɐl  bɔʲoʃ hɔbɐe̯ cɐ͡ɪ̯ɾ bɔcʰoɾ puɾɐ ho͡ɪ̯cʰe
সবকিছুতেই তার এলোমেলো আচরণ,Barishal  হগলকিছুতেই হ্যার আউলাঝাউলা আচরণ,bɐɾɔn  hɔgolkɪcʰut̪e͡ɪ̯ hɛɾ ɐ͡u̯lɐɟʱɐ͡u̯lɐ ɐcɾɔn
বাবা একদিন কথায় কথায় মাকে বললেন,Barishal  আব্বা একদিন কথায় কথায় মায়রে কয়,bɐɾɔhɐl  ɐbbɐ ɛkd̪ɪn kɔt̪ʰɐe̯ kɔt̪ʰɐe̯ mɐʲɾe kɔe̯
ছেলেটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,Barishal  পোলাডার হগল কাম এইরহম আউলাঝাউলা হইতেয়াছে কির লইজ্ঞা?,bɐɾɔʃɐl  polɐdɐɾ hɔgol kɐm e͡ɪ̯ɾɔhɔm ɐ͡u̯lɐɟʱɐ͡u̯lɐ ho͡ɪ̯t̪eʲɐcʰe kɪɾ lo͡ɪ̯ggɐ?
মেয়েটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,Barishal  মাইয়াডার হগল কাম এইরহম আউলাঝাউলা হইতেয়াছে কির লইজ্ঞা?,bɐɾɔʃɐl  mɐ͡ɪ̯ʲɐdɐɾ hɔgol kɐm e͡ɪ̯ɾɔhɔm ɐ͡u̯lɐɟʱɐ͡u̯lɐ ho͡ɪ̯t̪eʲɐcʰe kɪɾ lo͡ɪ̯ggɐ?
সব কাজ তো এলোমেলো হচ্ছে না,Barishal  হগল কাম তো আউলাঝাউলা হইতেয়াছে না,bɐɾɔhɐl  hɔgol kɐm t̪o ɐ͡u̯lɐɟʱɐ͡u̯lɐ ho͡ɪ̯t̪eʲɐcʰe nɐ
আমি খাইয়ে দিলে রাজীব সময়মতো খায়,Barishal  মুই খাওয়াইয়া দেলে রাজীব সময়মতো খায়,bɐɾɔʃɐl  mu͡ɪ̯ kʰɐ͡o̯ʷɐ͡ɪ̯ʲɐ d̪ele ɾɐɟɪb ʃɔmɔʲmɔt̪o kʰɐe̯
মার কথা শুনে বাবা হাসলেন,Barishal  মায়ের কথা হুইন্না আব্বা হাসে,bɐɾɔhɐl  mɐʲeɾ kɔt̪ʰɐ hu͡ɪ̯nnɐ ɐbbɐ hɐʃe
"আরেকটু বড়ো হলে কী করবে, সেটাই দেখার বিষয়",Barishal  আরেকটু বড় হইলে কি করবে হেইডাই দ্যাহার বিষয়,bɐɾɔhɐl  ɐɾektu bɔɽo ho͡ɪ̯le kɪ koɾbe he͡ɪ̯dɐ͡ɪ̯ d̪ɛhɐɾ bɪʃɔe̯
আরেকটু বড়ো হলে কী করবে ?,Barishal  আরেকটু বড় হইলে কি করবে?,bɐɾɔhɐl  ɐɾektu bɔɽo ho͡ɪ̯le kɪ koɾbe?
"তখন সময়মতো পড়বে, ঘুমাবে, আর খেলবে","Barishal  তহন সময়মত পড়বে, ঘুমাইবে, আর খ্যালবে","bɐɾɔhɐl  t̪ɔhon ʃɔmɔʲmɔt̪ poɽbe, gʱumɐ͡ɪ̯be, ɐɾ kʰɛlbe"
দাদির কাছে একটা পুরাতন সিন্দুক আছে,Barishal  বুর ধারে এউক্কা পুরান সিন্দুক আছে,bɐɾɔhɐl  buɾ d̪ʱɐɾe e͡u̯kkɐ puɾɐn ʃɪnd̪uk ɐcʰe
