bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
বেইমান,beiman̪,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,Dishonest,,
বেইমান,beiman̪ɔ,বেইমান,be͡ɪ̯mɐn,বেঈমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,Dishonest,,
বেকার,bekar,বেকার,bɛkɐɾ,বেকার,bɛkɐɾ,বেকার,bɛkɐɾ,বেকার,bɛkɐɾ,বেহার,behɐɾ,Unemployed,,
বেকার,bekarɔ,বেকার,bɛkɐɾ,বাওটা,bɐ͡o̯tɐ,বেকার,bɛkɐɾ,বেকার,bʱɐbɪʲen,বেকার,bɛkɐɾ,Unemployed,,
বেগুন,beɡun̪ɔ,বাইগুন,bɐ͡ɪ̯gun,বেগুন,begun,বেগুন,begun,বেজ্ঞুন,beggun,ইবা,ɪbɐ,Eggplant,,
বেলায়,bel̪ae̯ɔ,কালে,kɐle,হাসপাতাল,hɐʃpɐt̪ɐl,বেলায়,belɐe̯,বেলা,belɐ,হাসফাতালত,hɐʃfɐt̪ɐlɔt̪o,In the meantime,,
বোঝাতে,bod͡ʑ̤at̪e,বুজাইতে,cɐ͡ɪ̯cʰe,চাইছইন,cɐ͡ɪ̯cʰo͡ɪ̯n,বুঝাইতে,buɟʱɐ͡ɪ̯t̪e,বুঝাইতে,buzʱɐ͡ɪ̯t̪e,বোঝাইত,bozʱɐ͡ɪ̯t̪o,Reinstatement,,
ব্যবস্থা,bd͡zɔbɔs̪t̪ʰa,আয়োজন,ɐʲoɟon,ব্যবস্থা,bɛbost̪ʰɐ,ব্যবস্থা,bɛbost̪ʰɐ,ব্যবস্থা,bɛbost̪ʰɐ,ব্যবস্থা,bɛbost̪ʰɐ,Arrangement,,
ব্যস্ত,bd͡zɔs̪t̪ɔ,ব্যস্ত,bɛst̪o,ব্যস্ত,bɛst̪o,ব্যস্ত,bɛst̪o,লই,lɔ͡ɪ̯,লই,lɔ͡ɪ̯,Busy,,
ব্যস্ততা,bd͡zɔs̪t̪ɔt̪a,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততার,bɛst̪ot̪ɐɾ,Engagement,,
ব্যাপারে,bd͡zapare,ব্যাপারে,bɛpɐɾe,আমরার,ɐmɾɐɾ,ব্যাপারে,bɛpɐɾe,ব্যাপারে,bɛpɐɾe,আরাত্তুন,ɐɾɐt̪t̪un,In respect of,,
ব্লগার,bl̪ɔɡarɔ,ব্লোগার,blogɐɾ,ব্লগার,blɔgɐɾ,ব্লগার,blɔgɐɾ,ব্লগার,blɔgɐɾ,ব্লগার,blɔgɐɾ,Blogger,,
বয়সে,be̯ɔs̪e,বয়সে?,bɔʲoʃe?,বয়সও,bɔʲoʃo,বয়সে,bɔʲoʃe?,বয়সে,bɔʲoʃe,বয়সত?,bɔʲoʃɔt̪o?,In the age of,,
ভবনে,b̤ɔbɔn̪e,ভবনে,bʱɔbone,বিল্ডিং-ও,bɪldɪŋ-o,ভবনে,bʱɔbone,ভবনে,bʱɔbone,ববনত,bɔbonɔt̪o,In the building,,
ভবিষ্যতে,b̤ɔbiʂd͡zɔt̪e,সামনের,ʃɐmoneɾ,পরেদি,pɔɾed̪ɪ,ভবিষ্যতে,bʱobɪʃʃot̪e,ববিশোতে,bobɪʃot̪e,ববিষ্যতঅত,bobɪʃʃot̪ɔ͡ɔ̯t̪o,In the future,,
ভাবতে,b̤abt̪e,ভাবতে,bʱɐbt̪e,ভাবতে,bʱɐbt̪e,ভাবতে,bʱɐbt̪e,ভাইবদো,bʱɐ͡ɪ̯bd̪o,বাবিত,bɐbɪt̪o,To think,,
ভাবে,b̤abe,হইর্রা,ho͡ɪ̯,বাক্কা,bɐkkɐ,ভাবে,ʃɔmoʃʃɐɾ,ভালা,bʱɐlɐ,গরি,goɾɪ,By way,,
ভাবেই,b̤abei,ভাবেই,bʱɐbe͡ɪ̯,ভাবে,bʱɐbe,ভাবেই,bʱɐbe͡ɪ̯,ভাবেই,bʱɐbe͡ɪ̯,ভাবেই,vɐbe͡ɪ̯,By the way,,
ভালবাসায়,b̤al̪bas̪ae̯ɔ,ভালোবাসায়,bʱɐlobɐʃɐe̯,পিরিত,pɪɾɪt̪o,ভালবাসায়,bʱɐlbɐʃɐe̯,ভালোবাসা,bʱɐlobɐʃɐ,বালবাসাত,bɐlbɐʃɐt̪,In love,,
ভালোবাসতে,b̤al̪obas̪t̪e,বাসতে,bɐʃt̪e,হাছির,hɐcʰɪɾ,ভালোবাসতে,bʱɐlobɐʃt̪e,ভালোবাইসতে,bʱɐlobɐ͡ɪ̯ʃt̪e,বাইস্তে,bɐ͡ɪ̯st̪e,In love,,
ভালোবাসলে,b̤al̪obas̪l̪e,ভালোবাসলে,bʱɐlobɐʃole,ভালাপাইয়া,bʱɐlɐpɐ͡ɪ̯ʲɐ,ভালবাসলে,bʱɐlbɐʃole,ভালোবাইসলে,bʱɐlobɐ͡ɪ̯ʃɔle,ভালোবাসিলে,vɐlobɐʃɪle,In love,,
ভালোবাসিনি,b̤al̪obas̪in̪i,ভালোবাসি,bʱɐlobɐʃɪ,তরে,t̪ɔɾe,ভালোবাসি,vɐlobɐʃɪ,ভালোবাসি,vɐlobɐʃɪ,বাল,bɐl,Did not love,,
ভালোবেসে,b̤al̪obes̪e,ভালোবাইসসা,bʱɐlobɐ͡ɪ̯sʃɐ,ভালোবাসিয়া,bʱɐlobɐʃɪʲɐ,ভালোবাইসা,bʱɐlobɐ͡ɪ̯ʃɐ,রে,ɾe,ভালোবাসিয়েরে,vɐlobɐʃɪʲeɾe,In love,,
ভুলব,b̤ul̪ɔbɔ,ভুলমু,bʱulmu,নায়,nɐe̯,ভুলতাম,bʱult̪ɐm,ভুইলতাম,bʱu͡ɪ̯lt̪ɐm,অত্তে,ɔt̪t̪e,Mischievous,,
ভুলবো,b̤ul̪bo,ভুল্মু,bʱulmu,ওউ,o͡u̯,ভুলতাম,bʱult̪ɐm,ভ্যুইলতাম,vɛ͡ɪ̯lt̪ɐm,তোঁয়ারে,t̪õʷɐɾe,Misinterpreted,,
ভেবেই,b̤ebei,বুইজঝাই,bu͡ɪ̯ɟɟʱɐ͡ɪ̯,ভাবিয়াউ,bʱɐbɪʲɐ͡u̯,ভাইব্বাই,bʱɐ͡ɪ̯bbɐ͡ɪ̯,ভাবি,bʱɐbɪ,ফোতে,pʰot̪e,Thoughtfully,,
মঙ্গল,mɔŋɡɔl̪ɔ,হইলে,ho͡ɪ̯le,অইলে,ɛ͡ɪ̯le,হইলে,ho͡ɪ̯le,অইলে,ɛ͡ɪ̯le,ডরমানুষ,ɛ͡ɪ̯le,Goodness,,
মদ,mɔd̪ɔ,মদ,mɔd̪,খায়,kʰɐe̯,মদ,mɔd̪,মদ,mɔd̪,মদ,mɔd̪,Alcohol,,
মদ্ধে,mɔd̪d̪̤e,মইধ্যে,mo͡ɪ̯d̪d̪ʱe,মাঝে,mɐɟʱe,মদ্ধে,mɔd̪d̪ʱe,মইধ্যে,mo͡ɪ̯d̪d̪ʱe,মাযে,mɐze,In the meantime,,
মাঝখানে,mad͡ʑ̤kʰan̪e,মইধ্যে,mo͡ɪ̯d̪d̪ʱe,মাঝে,mɐɟʱe,মাঝখানে,mɐɟʱkʰɐne,মাইঝখানে,mɐ͡ɪ̯zʱxɐne,মাঝদ্দি,mɐzʱd̪d̪ɪ,In the middle,,
মাঝেমধ্যে,mad͡ʑ̤emɔd̪̤d͡ze,মাঝেমইধ্যে,mɐzʱemɪd̪d̪ʱe,মাঝে,mɐɟʱe,মাঝেমধ্যে,mɐɟʱemod̪d̪ʱe,মাজে,mɐze,মাযেমদ্যে,mɐzemod̪d̪e,Sometimes,,
মাটিতেই,matit̪ei,মাডিতেই,mɐdɪt̪e͡ɪ̯,মাটিতেই,mɐtɪt̪e͡ɪ̯,মাডিতেই,mɐdɪt̪e͡ɪ̯,মাডিতে,mɐdɪt̪e,চাষ,cɐʃ,On the ground,,
মাঠে,matʰe,মাডে,mɐde,মাঠো,mɐtʰo,মাঠে,mɐtʰe,মাঠে,mɐtʰe,খেলিবার,xelɪbɐɾ,In the field,,
মাথায়,mat̪ʰae̯ɔ,মাথায়,mɐt̪ʰɐe̯,মনো,mono,মাথায়,mɐt̪ʰɐe̯,মাথায়,mɐt̪ʰɐe̯,মাথাত,mɐt̪ʰɐt̪,On the head,,
মানতে,man̪t̪e,মানতে,mɐnt̪e,মানতে,mɐnt̪e,মানতে,mɐnt̪e,আই,ɐ͡ɪ̯,মানিন্নোফারির,mɐnɪnnofɐɾɪɾ,Adherently,,
মানলে,man̪l̪e,মানলে,mɐnle,মানলে,mɐnle,মানলে,mɐnle,মাইনলে,mɐ͡ɪ̯nle,মানিকে,mɐnɪke,In the meantime,,
মানাবে,man̪abe,মানাইবে,mɐnɐ͡ɪ̯be,বালা,bɐlɐ,মানাইব,mɐnɐ͡ɪ̯bo,মানাইবো,mɐnɐ͡ɪ̯bo,মানাবোব,mɐnɐbob,In awe,,
মানিয়েছে,man̪ie̯et͡ɕʰe,মানাইছে?,mɐnɐ͡ɪ̯cʰe?,লাগের,lɐgeɾ,মানাইসে,mɐnɐ͡ɪ̯ʃe,মানাইছে?,mɐnɐ͡ɪ̯cʰe?,কেন,keno,Adapted,,
মাপজোখ,mapd͡ʑokʰɔ,মাপামাপি,mɐpɐmɐpɪ,মাপাজোখ,mɐpɐɟokʰ,মাপজোখ,mɐpɟokʰ,মাপজোখ,mɐpɟokʰ,গরের,gɔɾeɾ,Fitting,,
মায়ায়,mae̯ae̯ɔ,মায়ায়,mɐʲɐe̯,মায়াত,mɐʲɐt̪,মায়ায়,mɐʲɐe̯,মায়ায়,mɐʲɐe̯,মায়ায়,mɐʲɐe̯,Illusory,,
মায়ায়,mae̯ae̯ɔ,মায়ায়,mɐʲɐe̯,ওর,oɾ,মায়ায়,mɐʲɐe̯,মায়ায়,mɐʲɐe̯,মায়াত,mɐʲɐt̪,Illusory,,
মিথ্যে,mit̪ʰd͡ze,মিছা,mɪcʰɐ,মিছা,mɪcʰɐ,মিথ্যা,mɪt̪t̪ʰɐ,মিছা,mɪcʰɐ,সারাক্ষন,ʃɐɾɐkxɔn,Liar,,
মিরপুরে,mirpure,মিরপুরে,mɪɾpuɾe,মিরপুর-ও,mɪɾpuɾ-o,মিরপুরে,mɪɾpuɾe,মিরফুরে,mɪɾpʰuɾe,মিরফুর,mɪɾfuɾ,In Mirpur,,
মিলে,mil̪e,মিললা,mɪllɐ,মিলিয়া,mɪlɪʲɐ,মিল্লা,mɪllɐ,মিলি,mɪlɪ,দুইজনে,d̪u͡ɪ̯zɔne,Unitedly,,
মুক্তিযুদ্ধের,mukt̪id͡zud̪d̪̤erɔ,মুক্তিযুদ্ধের,mukt̪ɪɟud̪d̪ʱeɾ,মুক্তিযুদ্ধর,mukt̪ɪɟud̪d̪ʱɔɾ,মুক্তিযুদ্ধা,mukt̪ɪɟud̪d̪ʱɐ,মুক্তিযুদ্ধের,mukt̪ɪɟud̪d̪ʱeɾ,মুক্তিযুদ্ধর,mukt̪ɪzud̪d̪ʱɔɾ,War of Liberation,,
মুক্তিযোদ্ধা,mukt̪id͡zod̪d̪̤a,মুক্তিযোদ্ধা,mukt̪ɪɟod̪,মুক্তিযুদ্ধা,mukt̪ɪɟud̪,মুক্তিযোদ্ধা,mukt̪ɪɟod,করছে,koɾcʰe,মুক্তিযুদ্দা,mukt̪ɪzud̪d,Freedom fighter,,
মুখে,mukʰe,মুখে,mukʰe,মুখে,mukʰe,মুহে,muhe,মুখে,muxe,দিনত,d̪ɪnt̪o,In the face of,,
মুখেই,mukʰei,মোহে,mohe,মুখেউ,mukʰe͡u̯,মুহেই,muhe͡ɪ̯,মুখেই,mukʰe͡ɪ̯,মুখোত,muxot̪,In the face,,
মূল্যহীন,mul̪d͡zɔhin̪,হেরহম,mullo,মূল্যহীন,mullohɪn,মূল্যহীন,mullohɪn,মূ্ল্যহীন,mullohɪn,মূল্যহীন,mullohɪ,Worthless,,
মেঘনা,me̤ɡ̤ɔn̪a,মেঘনা,megʱonɐ,মেঘনা,megʱonɐ,মেঘনা,nod̪ɪ,মেঘনা,megʱonɐ,মেগনা,megonɐ,Meghna,,
মেধাবি,med̪̤abi,মেধাবি,med̪ʱɐbɪ,মেধাবি,med̪ʱɐbɪ,মেধাবি,med̪ʱɐbɪ,মেধাবি,med̪ʱɐbɪ,মেধাবি,med̪ʱɐbɪ,Meritorious,,
মেধাবী,med̪̤abi,মেধাবী,med̪ʱɐbɪ,মেধাবী,med̪ʱɐbɪ,মেধাবী,med̪ʱɐbɪ,খুব,kʰub,মেদাবি,med̪ɐbɪ,Meritorious,,
মেয়েদের,mee̯ed̪erɔ,মাইয়াগো,mɐ͡ɪ̯ʲɐgo,ফুড়িন্তর,pʰuɽɪnt̪ɔɾ,হাসি,hɐʃɪ,মাইয়াগো,mɐ͡ɪ̯ʲɐgo,অইলদি,ɔ͡ɪ̯ld̪ɪ,Girls,,
মেয়েরা,mee̯era,মাইয়ারা,mɐ͡ɪ̯ʲɐɾɐ,ফুড়িন্তে,pʰuɽɪnt̪e,ছেড়িরা,cʰeɽɪɾɐ,মাইয়ারা,mɐ͡ɪ̯ʲɐɾɐ,মাইফোয়াওক্কল,mɐ͡ɪ̯foʷɐ͡o̯kkol,Girls,,
মেলাতে,mel̪at̪e,মিলাইতে,mɪlɐ͡ɪ̯t̪e,মিলাইতে,mɪlɐ͡ɪ̯t̪e,মিলাইতে,mɪlɐ͡ɪ̯t̪e,মিলাইতে,mɪlɐ͡ɪ̯t̪e,মিল্লাইতো,mɪllɐ͡ɪ̯t̪o,In the fair,,
মেয়েদের,mee̯ed̪erɔ,মাইয়াগো,mɐ͡ɪ̯ʲɐgo,ফুড়িন্তর,pʰuɽɪnt̪ɔɾ,ছেড়িরার,cʰeɽɪɾɐɾ,হারা,hɐɾɐ,লাত,lɐt̪,Girls,,
মেয়েরা,mee̯era,মাইয়ারা,mɐ͡ɪ̯ʲɐɾɐ,ফড়িন্তর,pʰoɽɪnt̪ɔɾ,মাইয়ারা,mɐ͡ɪ̯ʲɐɾɐ,মাইয়ারা,mɐ͡ɪ̯ʲɐɾɐ,মাইয়াফোয়া,mɐ͡ɪ̯ʲɐfoʷɐ,Girls,,
ম্যাচে,md͡zat͡ɕe,ম্যাচে,mɛce,ম্যাচও,mɛco,ম্যাচে,mɛce,ম্যাচে,mɛce,মেচঅত,mecɔt̪o,In matches,,
যত,d͡zɔt̪ɔ,যত,ɟɔt̪o,যত,ɟɔt̪o,যত,ɟɔt̪o,যত,zɔt̪o,জীতই,zɪt̪ɪ,As much,,
যতদিন,d͡zɔt̪ɔd̪in̪ɔ,যতদিন,ɟɔt̪od̪ɪn,যতদিন,ɟɔt̪od̪ɪn,যতদিন,bɐ͡ɪ̯ccɐ,যতদিন,ɟɔt̪od̪ɪn,জতদিন,zɔt̪od̪ɪn,As long as,,
যতোটা,d͡zɔt̪ota,যত,ɟɔt̪o,জতটা,ɟɔt̪otɐ,যতোটা,ɟɔt̪otɐ,যত,ɟɔt̪o,ফরিষ্কার,foɾɪʃkɐɾ,So much,,
যাতে,d͡zat̪e,যাতে,ɟɐt̪e,যাতে,ɟɐt̪e,যাতে,ɟɐt̪e,যাতে,ɟɐt̪e,যে,ze,In order,,
যাবা,d͡zaba,যাবা?,ɟɐbɐ?,যাইবায়,ɟɐ͡ɪ̯bɐe̯,যাইবা,ɟɐ͡ɪ̯bɐ?,যাইবা?,ɟɐ͡ɪ̯bɐ?,যাইবা,zɐ͡ɪ̯bɐ,Leisure,,
যাবোই,d͡zaboi,যামুই,ɟɐmu͡ɪ̯,যাইমো,ɟɐ͡ɪ̯mo,যামুই,ɟɐmu͡ɪ̯,যামুই,ɟɐmu͡ɪ̯,যাইয়ুম,zɐ͡ɪ̯ʲum,Leisurely,,
যেই,d͡zei,যে,ɟe,যে,ɟe,যেই,ɟe͡ɪ̯,যেই,ɟe͡ɪ̯,যেই,ze͡ɪ̯,Whatever,,
যেইটা,d͡zeita,যেইডা,ɟe͡ɪ̯dɐ,যা,zɐ,যেইডা,ɟe͡ɪ̯dɐ,যেইটা,ɟe͡ɪ̯tɐ,যিয়ান,zɪʲɐn,Whoever,,
যেইটুকু,d͡zeituku,যেইডু,ɟe͡ɪ̯du,যতটুক,ɟɔt̪otuk,যেটটুকু,ɟettuku,যেদ্দুর,ɟed̪d̪uɾ,যদ্দুর,zɔd̪d̪uɾ,Whatever,,
যেদিন,d͡zed̪in̪ɔ,যেদিন,ɟed̪ɪn,যেদিন,ɟed̪ɪn,যেদিন,ɟed̪ɪn,যেইদিন,ɟe͡ɪ̯d̪ɪn,যেদিন,zed̪ɪn,That day,,
যেভাবে,d͡zeb̤abe,যেম্নে,ɟemne,যেলা,ɟelɐ,যেমনে,ɟemone,যেনে,ɟene,যেন,zeno,That way,,
যেভাবেই,d͡zeb̤abei,যেমনেই,ɟemone͡ɪ̯,ইগুরে,ɪguɾe,যেমনেই,ɟemone͡ɪ̯,ইয়া,ɪʲɐ,যেনেইওক,zene͡ɪ̯ok,Somehow,,
যেহেতু,d͡zehet̪u,যেহেতু,ɟehet̪u,ভর্তি,bʱɔɾt̪ɪ,যেহেতু,ɟehet̪u,যেহেতু,ɟehet̪u,যেহেতু,zehet̪u,Because,,
যোদ্ধা,d͡zod̪d̪̤a,যোদ্ধা,ɟod̪d̪ʱɐ,বীর,bɪɾ,যোদ্ধা,ɟod̪d̪ʱɐ,যোদ্ধা,ɟod̪d̪ʱɐ,অইলদে,ɔ͡ɪ̯ld̪e,Warrior,,
রইলো,ril̪o,রইলে,ɾo͡ɪ̯le,রইলো,ɾo͡ɪ̯lo,রইলো,ɾo͡ɪ̯lo,থাইকল,t̪ʰɐ͡ɪ̯kɔl,তাকিলো,t̪ɐkɪlo,Raleo,,
রওনা,ron̪a,রওনা,ɾɔ͡o̯nɐ,তনে,t̪ɔne,রওনা,ɾɔ͡o̯nɐ,রওনা,ɾɔ͡o̯nɐ,দিয়ি,d̪ɪʲɪ,Departing,,
রঙিন,rɔŋin̪ɔ,রংগিন,ɾɔŋgɪn,রঙিন,ɾoŋɪn,রঙিন,ɾoŋɪn,রঙিন,ɾoŋɪn,কালার,kɐlɐɾ,Colorful,,
রঙয়ের,rɔŋe̯erɔ,ধলা,d̪ʱɔlɐ,সাদা,ʃɐd̪ɐ,রংগের,ɾɔŋgeɾ,সাদা,ʃɐd̪ɐ,রংওর,ɾɔŋoɾ,Colorful,,
রাখতে,rakʰt̪e,থুইতে,t̪ʰu͡ɪ̯t̪e,রাকতে,ɾɐkt̪e,রাখতে,ɾɐkʰt̪e,রাইখতো,ɾɐ͡ɪ̯kʰot̪o,রাহে,ɾɐhe,Keep,,
রাখবে,rakʰbe,রাখবে,ɾɐkʰbe,রাখবো।,ɾɐkʰbo,রাখব,ɾɐkʰbo,রাইখবো,ɾɐ͡ɪ̯kʰbo,রাখিবো,ɾɐxɪbo,Keep,,
রাখবেন,rakʰben̪ɔ,রাখবেন,ɾɐkʰben,রাখবা,ɾɐxbɐ,রাখবেন,ɾɐkʰben,রাইকবেন,ɐnneɾ,অত,ɔt̪o,Keep,,
রাখবো,rakʰbo,রাখমু,ɾɐkʰmu,রাখমু,ɾɐkʰmu,রাখবাম,ɾɐkʰbɐm,রাখমু,ɾɐkʰmu,রাইক্কুম,ɾɐ͡ɪ̯kkum,Keep,,
রাখলেই,rakʰl̪ei,থুইলেই,t̪ʰu͡ɪ̯le͡ɪ̯,রাখলেউ,ɾɐkʰle͡u̯,রাখলেই,ɾɐkʰle͡ɪ̯,রাইখলেই,ɾɐ͡ɪ̯kʰole͡ɪ̯,রাকিত্তাইত্তো,ɾɐkɪt̪t̪ɐ͡ɪ̯t̪t̪o,Keeping,,
রাখা,rakʰa,রাহা,ɾɐhɐ,রাখা,ɾɐxɐ,রাহা,bʱɐlɐ,রান,ɾɐn,রাহা,ɾɐhɐ,Keep,,
রাখার,rakʰarɔ,রাহার,ɾɐhɐɾ,রাখার,ɾɐxɐɾ,রাখার,ɾɐkʰɐɾ,লনের,lɔneɾ,রাহিবার,ɾɐhɪbɐɾ,Keep,,
রাখে,rakʰe,রাহেনাই,ɾɐhenɐ͡ɪ̯,রাখছে,ɾɐkʰcʰe,রাহে,ɾɐhe,রায়,ɾɐe̯,নো,no,Keep,,
রাখেনি,rakʰen̪i,যোগাযোগ,ɟogɐɟog,যুগাযুগ,ɟugɐɟug,নাই,nɐ͡ɪ̯,রায়নো,ɾɐʲno,যোগাযোগ,zogɐzog,Not kept,,
রাগে,raɡe,চেইত্যা,ce͡ɪ̯t̪t̪ɐ,গুসা,guʃɐ,রাগে,ɾɐge,চেতি,cet̪ɪ,রাগ,ɾɐg,Out of anger,,
রাজশাহী,rad͡ʑɕahi,রাজশাহী,ɾɐɟʃɐhɪ,রাজশাহী,ɾɐɟʃɐhɪ,রাজশাহী,ɾɐɟʃɐhɪ,রাজশাহী,ɾɐɟʃɐhɪ,গুইত্ত,gu͡ɪ̯t̪t̪o,Rajshahi,,
রাজশাহীতে,rad͡ʑɕahit̪e,রাজশাহী,ɾɐɟʃɐhɪ,ওর,oɾ,রাজশাহীতে,ɾɐɟʃɐhɪt̪e,রাজশাহীত,ɾɐɟʃɐhɪt̪,দেশের,d̪eʃeɾ,In Rajshahi,,
রান্না,ran̪n̪a,রান্দে,ɾɐnd̪e,রান্দা,ɾɐnd̪ɐ,রান্না,ɾɐnnɐ,ভালা,bʱɐlɐ,রান্না,ɾɐnnɐ,Cooking,,
রান্নাঘরে,ran̪n̪a̤ɡ̤ɔre,ওশ্যায়,oʃɛe̯,রান্নাঘরো,ɾɐnnɐgʱɔɾo,পাকঘরে,pɐkgʱɔɾe,হাজ্ঞরেত্তে,hɐggoɾet̪t̪e,ফাকঘরত,fɐkgʱɔɾt̪o,In the kitchen,,
রান্নার,ran̪n̪arɔ,রান্দার,ɾɐnd̪ɐɾ,রান্ধার,ɾɐnd̪ʱɐɾ,রান্নার,ɾɐnnɐɾ,রাইনবার,lɐ͡ɪ̯,ফাকর,fɐkoɾ,Cooking,,
রাশিয়ান,raɕie̯an̪ɔ,গুলা,gulɐ,রাশিয়ান,ɾɐʃɪʲɐn,রাশিয়ান,ɾɐʃɪʲɐn,রাশিয়ান,ɾɐʃɪʲɐn,রাশিয়ান,ɾɐʃɪʲɐn,Russian,,
রাস্তায়,ras̪t̪ae̯ɔ,রাস্তায়,ɾɐst̪ɐe̯,রাস্তাত,ɾɐst̪ɐt̪,রাস্তায়,ɾɐst̪ɐe̯,রাস্তাত,ɾɐst̪ɐt̪,রাস্তাত,ɾɐst̪ɐt̪,On the road,,
রাস্তায়,ras̪t̪ae̯ɔ,রাস্তায়,ɾɐst̪ɐe̯,রাস্তায়,ɾɐst̪ɐe̯,রাস্তায়,ɾɐst̪ɐe̯,রাস্তায়,ɾɐst̪ɐe̯,রাস্তাত,ɾɐst̪ɐt̪,On the road,,
রিডিং,ridiŋ,পড়ার,pɔɽɐɾ,রিডিং,ɾɪdɪŋ,রিডিং,ɾɪdɪŋ,রিডিং,ɾɪdɪŋ,রিডিং,ɾɪdɪŋ,Reading,,
রিলেশনে,ril̪eɕn̪e,রিলেশনে,ɾɪleʃne,রিলেশনো,ɾɪleʃno,রিলেশনে,ɾɪleʃne,রিলেশনে,ɾɪleʃne,রিলেশনত,ɾɪleʃnɔt̪,In relation,,
রুমি,rumi,রুমি,ɾumɪ,রুমি,ɾumɪ,রুমি,ɾumɪ,রুমি,ɾumɪ,রুমি,ɾumɪ,Rumi,,
রেখেছে,rekʰet͡ɕʰe,থুইছে,t̪ʰu͡ɪ̯cʰe,ফুরি,fuɾɪ,রাখসে,ɾɐkʰoʃe,রাখছে,ɾɐkʰcʰe,ফোয়ারিত,foʷɐɾɪt̪,Kept,,
রেডিওতে,rediot̪e,রেডিওতে,ɾedɪ͡o̯t̪e,রেডিওত,ɾedɪ͡o̯t̪o,রেডিওতে,ɾedɪ͡o̯t̪e,রেডিওত,ɾedɪ͡o̯t̪o,রেদিওত,ɾed̪ɪ͡o̯t̪o,On radio,,
রেললাইনের,rel̪l̪ain̪erɔ,রেললাইনের,ɾellɐ͡ɪ̯neɾ,রেললাইন,ɾellɐ͡ɪ̯n,রেললাইনের,ɾellɐ͡ɪ̯neɾ,রেললাইনের,ɾellɐ͡ɪ̯neɾ,রেললাইনর,ɾellɐ͡ɪ̯nɔɾ,Railway,,
রেলস্টেশন,rel̪ɔs̪teɕɔn̪ɔ,রেল,ɾelo,রেলস্টেশন,ɾelosteʃon,রেলস্টেশন,ɾelosteʃon,রেলস্টেশন,ɾelosteʃon,রেল,ɾelo,Railway station,,
রোদে,rod̪e,রইদে,ɾo͡ɪ̯d̪e,রইদও,ɾo͡ɪ̯d̪o,রোদে,ɾod̪e,রোদে,ɾod̪e,রোদত,ɾod̪ɔt̪,Sunshine,,
রোধ,rod̪̤ɔ,আর,ɐɾ,আখটায়,ɐkʰtɐe̯,রোধ,ɾod̪ʱ,ও,o,সাদা,ʃɐd̪ɐ,Resistance,,
রোনালদো,ron̪al̪d̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o,Ronaldo,,
লক্ষ্য,l̪ɔkʂd͡zɔ,লক্ষ্য,lokkʰo,ওউ,o͡u̯,লক্ষ্য,lokkʰo,লক্ষ্য,lokkʰo,লক্ষ,lɔkxo,Goal,,
লাইব্রেরি,l̪aibreri,মোরা,moɾɐ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ,Library,,
লাগছে,l̪aɡt͡ɕʰe,লাগতেয়াছে,lɐgt̪eʲɐcʰe,লাগছে,lɐgcʰe,লাগতাসেনা,lɐgt̪ɐʃenɐ,লাগের,lɐgeɾ,লাগের,lɐgeɾ,Look,,
লাগছে?,l̪aɡt͡ɕʰe?,লাগতেয়াছে?,lɐgt̪eʲɐcʰe?,লাগের,lɐgeɾ,লাগতাসে?,lɐgt̪ɐʃe?,লাগেনি?,lɐgenɪ?,লাগের,lɐgeɾ,Look,,
লাগল,l̪aɡɔl̪ɔ,লাগছে,lɐgcʰe,ফাইছি,pʰɐ͡ɪ̯cʰɪ,লাগল,lɐgl,লাইগলো,lɐ͡ɪ̯gɔlo,লাইজ্ঞে,lɐ͡ɪ̯gge,Looked,,
লাগলো,l̪aɡl̪o,লাগছে,lɐgcʰe,লাগলো,lɐglo,লাগলো,lɐglo,লাইগছে,lɐ͡ɪ̯gcʰe,লাইজ্ঞে,lɐ͡ɪ̯gge,Looked,,
লাগুক,l̪aɡuk,লাগুক,lɐguk,লাগউক,lɐguk,লাগুক,lɐguk,লাগুক,lɐguk,লাগিবেল্লাই,lɐgɪbellɐ͡ɪ̯,Look,,
