bangla_speech,combined,ipa_output
আমি অনেক খুশি,Mymensingh আমি মেলা খুশি,mɔnoʃɪn ɐmɪ mɛlɐ kʰuʃɪ
আমার বইটা কোথায়?,Mymensingh আমার বইডা কই?,mɔʲenʃɔn ɐmɐɾ bo͡ɪ̯dɐ ko͡ɪ̯?
তুমি কি খেলতে ভালোবাসো?,Mymensingh তুমি কিতা খেলতে ভালবাসো?,menʃɪn t̪umɪ kɪt̪ɐ kʰelt̪e bʱɐlbɐʃo?
আমার বাড়িতে বড়ই সুন্দর ফুল আছে,Mymensingh আমার বাড়িত মেলা সুন্দর ফুল আসে,mɪnʃɪnho ɐmɐɾ bɐɽɪt̪o mɛlɐ ʃund̪ɔɾ pʰul ɐʃe
তুমি কি আমার বন্ধু হতে চাও?,Mymensingh তুমি কিতা আমার বন্ধু হইতে চাও?,mɔʲenʃɔn t̪umɪ kɪt̪ɐ ɐmɐɾ bond̪ʱu ho͡ɪ̯t̪e cɐ͡o̯?
আমি এখানে প্রতিদিন আসি,Mymensingh আমি এইহানে প্রত্যেকদিন আই,menʃɪn ɐmɪ e͡ɪ̯hɐne pɾot̪t̪ekd̪ɪn ɐ͡ɪ̯
তুমি কি খেলাধুলায় ভালো?,Mymensingh তুমি কিতা খেলাধুলায় ভালা?,mɔʲenʃɔn t̪umɪ kɪt̪ɐ kʰelɐd̪ʱulɐe̯ bʱɐlɐ?
তোমার  কি খাওয়ার জন্য সময় আছে?,Mymensingh তোমার কিতা খাওনের লাইজ্ঞা সময় আসে?,mɔʲenʃɔn t̪omɐɾ kɪt̪ɐ kʰɐ͡o̯neɾ lɐ͡ɪ̯ggɐ ʃɔmɔe̯ ɐʃe?
আপনি কি গান শুনতে পছন্দ করেন?,Mymensingh আপনি কি গান হ্যনতে পসন্দ করেন?,menʃɪnho ɐpnɪ kɪ gɐn ɟʱont̪e pɔʃond̪o kɔɾen?
আমার প্রিয় ফল আম,Mymensingh আমার প্রিয় ফল আম,menʃɪn ɐmɐɾ pɾɪʲo pʰɔl ɐm
আমাকে নিয়ে বিদেশে ঘুরতে যাবা ?,Mymensingh আমারে নিয়া বিদেশে ঘুরতে যাইবা ?,menʃɪn ɐmɐɾe nɪʲɐ bɪd̪eʃe gʱuɾt̪e ɟɐ͡ɪ̯bɐ?
সে বিদেশে যাবে,Mymensingh হেয় বিদেশে যাইব,mɔʲenʃɪn hee̯ bɪd̪eʃe ɟɐ͡ɪ̯bo
তাঁর এই মাসে বিদেশে যাওয়ার কথা ছিল,Mymensingh হের এই মাসে বিদেশে যাওনের কথা আসিল,mɔʲenʃɪn heɾ e͡ɪ̯ mɐʃe bɪd̪eʃe ɟɐ͡o̯neɾ kɔt̪ʰɐ ɐʃɪl
সে বিদেশে যেতে চায় না,Mymensingh হেয় বিদেশে যাইতে চায় না,mɔnoʃɪn hee̯ bɪd̪eʃe ɟɐ͡ɪ̯t̪e cɐe̯ nɐ
আপনি কি বিদেশে যেতে চান?,Mymensingh আফনে কি বিদেশে যাইতে চান?,menʃɪn ɐcʰone kɪ bɪd̪eʃe ɟɐ͡ɪ̯t̪e cɐn?
তারা তিন ভাই ছিল কিন্তু তাদের মা ছিলনা,Mymensingh তারা তিন ভাই আসিন কিন্তু তারার মা আসিননা,mɔʲensɪn t̪ɐɾɐ t̪ɪn bʱɐ͡ɪ̯ ɐʃɪn kɪnt̪u t̪ɐɾɐɾ mɐ ɐʃɪnnɐ
বনের মধ্যে একটি ছোট্ট জায়গায় তারা তিন ভাই একসঙ্গে থাকতেন,Mymensingh বনের মধ্যে একটা ছোট্ট জায়গায় হেরা তিন ভাই একলগে থাকত,menʃɪn bɔneɾ mod̪d̪ʱe ɛktɐ cʰotto ɟɐʲgɐe̯ heɾɐ t̪ɪn bʱɐ͡ɪ̯ ɛklgk t̪ʰɐkt̪o
আমি সকালে পড়াশোনা করে মন সচেতন রাখি,Mymensingh আমি সকালে পড়াশুনা কইরা মন সচেতন রাহি,menʃɪn ɐmɪ ʃɔkɐle pɔɽɐʃunɐ ko͡ɪ̯ɾɐ mon ʃɔcet̪on ɾɐhɪ
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো হয়,Mymensingh সকালের শুরুতেই পড়াশুনা শুরু করন ভালা হয়,menoʃɔn ʃɔkɐleɾ ʃuɾut̪e͡ɪ̯ pɔɽɐʃunɐ ʃuɾu kɔɾon bʱɐlɐ hɔe̯
আমি আজকে রাতের খাবার  খাবো না,Mymensingh আমি আইজকা রাইতের খাওন খাইতাম না,menʃɪn ɐmɪ ɐ͡ɪ̯ɟkɐ ɾɐ͡ɪ̯t̪eɾ kʰɐ͡o̯n kʰɐ͡ɪ̯t̪ɐm nɐ
কেন আজকে রাতে খাবা না? ,Mymensingh কেন আজকে রাইতে খাইতা না?,mɔʲenʃɪn keno ɐɟke ɾɐ͡ɪ̯t̪e kʰɐ͡ɪ̯t̪ɐ nɐ?
আমার ক্ষুধা লাগে নি ,Mymensingh আমার ক্ষুধা লাগসে না ,mɔʲenos ɐmɐɾ kʰud̪ʱɐ lɐgʃe nɐ 
চলো সবাই মিলে ঘুরতে যাই ,Mymensingh চলো সবাই মিল্লা ঘুরতাম যাই,menʃɪn cɔlo ʃɔbɐ͡ɪ̯ mɪllɐ gʱuɾt̪ɐm ɟɐ͡ɪ̯
অনেক দূরে যেখানে কেউ নেই ,Mymensingh অনেক দূরে যেইহানে কেউ নাই ,menʃɪnho ɔnek d̪uɾe ɟe͡ɪ̯hɐne ke͡u̯ nɐ͡ɪ̯ 
তুমি কেমন আছো?,Mymensingh তুমি কেমত আসো?,menʃɪn t̪umɪ kemɔt̪ ɐʃo?
তুমি কি চাকরি করছো এখনো?,Mymensingh তুমি কি চাকরি করছো এখনো?,mɔnoʃɪn t̪umɪ kɪ cɐkɾɪ koɾcʰo ɛkʰono?
তুমি কি পড়াশোনা করছো?,Mymensingh তুমি কিতা ফড়াশুনা করতাসো?,menʃɪn t̪umɪ kɪt̪ɐ pʰɔɽɐʃunɐ koɾt̪ɐʃo?
আমি এখন বিশ্ববিদ্যালয়ে পড়াশোনা করছি,Mymensingh আমি এহন বিশ্ববিদ্যালয়ে ফড়াশুনা করতাসি,mɪmɪn ɐmɪ ehon bɪʃʃobɪd̪d̪ɐlɔʲe pʰɔɽɐʃunɐ koɾt̪ɐʃɪ
আমি বিজ্ঞানে মাস্টার্স ডিগ্রি অর্জন করেছি,Mymensingh আমি বিজ্ঞানে মাস্টার্স ডিগ্রি অর্জন করসি,menʃɪn ɐmɪ bɪggɐne mɐstɐɾs dɪgɾɪ ɔɾɟon koɾʃɪ
আপনি যেভাবে এগিয়ে যাচ্ছেন তা খুবই গর্বের বিষয়,Mymensingh আফনে যেমনে আগায়া যাইতাসেন তা মেলা গর্বের বিষয়,mɔnoʃɪn ɐcʰone ɟemone ɐgɐʲɐ ɟɐ͡ɪ̯t̪ɐʃen t̪ɐ mɛlɐ gɔɾbeɾ bɪʃɔe̯
আমি পরে আপনার দোকানে আসব,Mymensingh আমি ফরে আফনের দুহানে আয়াম,mɪnʃɪnho ɐmɪ pʰɔɾe ɐpʰoneɾ d̪uhɐne ɐʲɐm
আমার বড় মেয়ের বিয়ের আয়োজন চলছে,Mymensingh আমার বড় মাইয়ার বিয়ার আয়োজন চলতাসে,menʃɪnho ɐmɐɾ bɔɽo mɐ͡ɪ̯ʲɐɾ bɪʲɐɾ ɐʲoɟon cɔlt̪ɐʃe
বিয়ের তারিখ কখন ঠিক করা হয়েছে?,Mymensingh বিয়ার তারিখ কহন ঠিক করন হইসে?,menʃɪn bɪʲɐɾ t̪ɐɾɪkʰ kɔhon tʰɪk kɔɾon ho͡ɪ̯ʃe?
এখন পর্যন্ত সবকিছু ঠিকমতো আয়োজন করছি,Mymensingh এহন পর্যন্ত বেগকিসু ঠিকমতন আয়োজন করসি,menʃɪn ehon poɾɟont̪o begokɪʃu tʰɪkmɔt̪ɔn ɐʲoɟon koɾʃɪ
সাহায্যের জন্য আমি এখানে আছি,Mymensingh সাহায্যের লাইজ্ঞা আমি এইহানে আসি,menʃɪng ʃɐhɐɟɟeɾ lɐ͡ɪ̯ggɐ ɐmɪ e͡ɪ̯hɐne ɐʃɪ
আমি সাগর অনেক পছন্দ করি ,Mymensingh আমি সাগর মেলা পসন্দ করি,menʃɪn ɐmɪ ʃɐgoɾ mɛlɐ pɔʃond̪o koɾɪ
কেন তুমি সাগর পছন্দ করো?,Mymensingh কিল্লেগা তুমি সাগর পসন্দ করো?,menʃɪn kɪllegɐ t̪umɪ ʃɐgoɾ pɔʃond̪o koɾo?
সাগরের পানি অনেক নীল,Mymensingh সাগরের ফানি মেলা নীল,mɔnoʃɪn ʃɐgoɾeɾ pʰɐnɪ mɛlɐ nɪl
তোমার নাম কি?,Mymensingh তোমার নাম কিতা?,mɔʲensɪn t̪omɐɾ nɐm kɪt̪ɐ?
চলো পালিয়ে যাই ,Mymensingh চলো পলায়া যাই,menʃɪn cɔlo pɔlɐʲɐ ɟɐ͡ɪ̯
আমার পকেট মানি লাগবে ,Mymensingh আমার পকেট মানি লাগব,menʃɪn ɐmɐɾ pɔket mɐnɪ lɐgbo
এতো টাকা কোথায়  পাবো ? ,Mymensingh এতো টেহা কই পায়াম ?,mɔʲensɪn et̪o tehɐ ko͡ɪ̯ pɐʲɐm?
টাকা দিয়ে কি করবা? ,Mymensingh টেহা দিয়া কিতা করবা?,menʃɪn tehɐ d̪ɪʲɐ kɪt̪ɐ koɾbɐ?
একটি গাড়ি কিনবো ,Mymensingh একটা গাড়ি কিনবাম,munʃɪn ɛktɐ gɐɽɪ kɪnbɐm
কালো রঙ আমার অনেক প্রিয় ,Mymensingh কালা রঙ আমার মেলা প্রিয়,mɔnoʃɪn kɐlɐ ɾɔŋ ɐmɐɾ mɛlɐ pɾɪʲo
তোমার প্রিয় রঙ কি? ,Mymensingh তোমার প্রিয় রঙ কিতা?,mɔnoʃɪn t̪omɐɾ pɾɪʲo ɾɔŋ kɪt̪ɐ?
তুমি কি দেখেছো ? ,Mymensingh তুমি কিতা দেখছ?,mɔnoʃɪn t̪umɪ kɪt̪ɐ d̪ekʰcʰo?
আমাকে ছাড়া ভালো থেকো,Mymensingh আমারে ছাইড়া ভাল থাইক্ক,menʃɪnho ɐmɐɾe cʰɐ͡ɪ̯ɽɐ bʱɐlo t̪ʰɐ͡ɪ̯kko
ভুল করে ফেলেছি ,Mymensingh ভুল কইরা ফালাইসি,menoʃɔn bʱul ko͡ɪ̯ɾɐ pʰɐlɐ͡ɪ̯sɪ
তুমি চাইলে আমি চাঁদ এনে দিবো ,Mymensingh তুমি চাইলে আমি চাঁদ আইন্না দিয়াম,mɔʲensɪn t̪umɪ cɐ͡ɪ̯le ɐmɪ cɐ̃d̪ ɐ͡ɪ̯nnɐ d̪ɪʲɐm
সকালে চা খাবা ? ,Mymensingh সকালে চা খাইবা ?,menʃɪn ʃɔkɐle cɐ kʰɐ͡ɪ̯bɐ?
একটু এইদিকে আসো ,Mymensingh একটু এইদিকে আয়ো,mɔʲensɪn ektu e͡ɪ̯d̪ɪke ɐʲo
ছেলেটি অনেক মেধাবী ,Mymensingh ছেড়াডা মেলা মেধাবী,menʃɪn cʰeɽɐdɐ mɛlɐ med̪ʱɐbɪ
মেয়েটি ছেলেটিকে ভালোবাসতো ,Mymensingh ছেড়িডা ছেড়াডারে ভালবাসতো,menoʃɪng cʰeɽɪdɐ cʰeɽɐdɐɾe bʱɐlbɐʃt̪o
মেয়েটি অনেক বুদ্ধিমতী ,Mymensingh মাইয়াডা মেলা বুদ্ধিমতী,mɪnʃɪn mɐ͡ɪ̯ʲɐdɐ mɛlɐ bud̪d̪ʱɪmot̪ɪ
মেয়েটি অংকে কাঁচা,Mymensingh ছেড়িডা অংকে কাঁচা,mɔnoʃɪng cʰeɽɪdɐ ɔŋke kɐ̃cɐ
আমি ওর নাম জানি,Mymensingh আমি ওর নাম জানি,menʃɪn ɐmɪ oɾ nɐm ɟɐnɪ
সে আমার গ্রামের বাড়ীতে এসেছিল,Mymensingh হেয় আমার গ্রামের বাড়ীত আইসিল,mɔʲensɪn hee̯ ɐmɐɾ gɾɐmeɾ bɐɽɪt̪o ɐ͡ɪ̯sɪl
উনি গ্রাম থেকে ঢাকায় এসেছিলেন,Mymensingh হেয় গ্রাম থাইক্কা ঢাকায় আইসিল,mɔʲenʃɪng hee̯ gɾɐm t̪ʰɐ͡ɪ̯kkɐ dʱɐkɐe̯ ɐ͡ɪ̯sɪl
ও ঢাকা থেকে গ্রামে গিয়েছিল,Mymensingh ওয় ঢাকা থাইক্কা গ্রামে গেসিল ,mɔʲenʃɪn oe̯ dʱɐkɐ t̪ʰɐ͡ɪ̯kkɐ gɾɐme gesɪlo 
তিনি রাতে ঘুমতে গিয়েছিলেন,Mymensingh হেয় রাইতে ঘুমাইতে গেসিল,mɔʲensɪng hee̯ ɾɐ͡ɪ̯t̪e gʱumɐ͡ɪ̯t̪e gesɪlo
সে বাগানে দৌড়ায়,Mymensingh হেয় বাগানে দৌড়ায়,mɔnoʃɪng hee̯ bɐgɐne d̪o͡u̯ɽɐe̯
উনি রাস্তার মাঝে দৌড়ায়,Mymensingh হেয় রাস্তার মাঝে দৌড়ায়,mɔʲenʃɪn hee̯ ɾɐst̪ɐɾ mɐɟʱe d̪o͡u̯ɽɐe̯
আমি তোমার সাথে একমত হতে পারছি না,Mymensingh আমি তোমার লগে একমত হইতাম পারতাসি না ,mɔnoʃɪn ɐmɪ t̪omɐɾ lɔge ɛkmɔt̪ ho͡ɪ̯t̪ɐm pɐɾt̪ɐʃɪ nɐ 
আমি চেষ্টা করেছিলাম,Mymensingh আমি চেষ্টা করসিলাম,mɔʃensɪg ɐmɪ ceʃtɐ koɾsɪlɐm
আমাকে বইটি দেখান,Mymensingh আমারে বইডা দেহান,mɔʲensɪg ɐmɐɾe bo͡ɪ̯dɐ d̪ehɐn
একদম ঠিক কথা বলেছ ,Mymensingh একদম ঠিক কথা কইস ,mɔnoʃɪn ɛkd̪ɔm tʰɪk kɔt̪ʰɐ ko͡ɪ̯ʃ 
বাগানের মধ্যে দিয়ে কে দৌড়াল?,Mymensingh বাগানের মধ্যে দিয়া কেডা দৌড়াইল?,menʃɪng bɐgɐneɾ mod̪d̪ʱe d̪ɪʲɐ kedɐ d̪o͡u̯ɽɐ͡ɪ̯l?
আপনি খেলায় জিতলেন,Mymensingh আফনে খেলায় জিতলেন,mɔnoʃɪn ɐcʰone kʰelɐe̯ ɟɪt̪len
তুমি খেলায় জিতলে,Mymensingh তুমি খেলায় জিতলা,mɔnoʃɪn t̪umɪ kʰelɐe̯ ɟɪt̪ɔlɐ
তুমি যাও এখান থেকে,Mymensingh তুমি যাও এইহান থাইক্কা,mɔnoʃɪn t̪umɪ ɟɐ͡o̯ e͡ɪ̯hɐn t̪ʰɐ͡ɪ̯kkɐ
আপনি যান এখান থেকে,Mymensingh আফনে যান এইহান থাইক্কা,menoʃɔne ɟɐn e͡ɪ̯hɐn t̪ʰɐ͡ɪ̯kkɐ
তুই যা এখান থেকে,Mymensingh তুই যা এইহান থাইক্কা,mɔʲensɪn t̪u͡ɪ̯ ɟɐ e͡ɪ̯hɐn t̪ʰɐ͡ɪ̯kkɐ
আপনারা পার্কে ঘুরে বেড়ান,Mymensingh আফনেরা পার্কে ঘুইরা বেড়ান,menʃɪn ɐpʰoneɾɐ pɐɾke gʱu͡ɪ̯ɾɐ beɽɐn
উনি চেষ্টা করেন,Mymensingh উনি চেষ্টা করেন,mɔnoʃɪn unɪ ceʃtɐ kɔɾen
তোমার আব্বু কেমন আছে?,Mymensingh তোমার বাপ কেমত আসে?,mɔʲenʃɔn t̪omɐɾ bɐp kemɔt̪ ɐʃe?
আমার বড়  বোনের আজকে মন ভালো নেই,Mymensingh আমার বড়  বইনের আইজ মন ভালা নাই,mɔʲensɪg ɐmɐɾ bɔɽo  bo͡ɪ̯neɾ ɐ͡ɪ̯ɟ mon bʱɐlɐ nɐ͡ɪ̯
তুমি কি আমাকে এই কাজটি করে দিতে পারবে?,Mymensingh তুমি কিতা আমারে এই কামডা কইরা দিতা ফারবা?,mɔʲensɪn t̪umɪ kɪt̪ɐ ɐmɐɾe e͡ɪ̯ kɐmdɐ ko͡ɪ̯ɾɐ d̪ɪt̪ɐ pʰɐɾbɐ?
এই গরমে বাহিরে বের হতে ইচ্ছা করে না,Mymensingh এই গরমে বাইরে বাইর হইতে ইচ্ছা করে না,menoʃɪn e͡ɪ̯ gɔɾme bɐ͡ɪ̯ɾe bɐ͡ɪ̯ɾ ho͡ɪ̯t̪e ɪccʰɐ koɾe nɐ
তোমার সব কথাই ভুল,Mymensingh তোমার বেগ কথাই ভুল,mɔʲenʃɪn t̪omɐɾ beg kɔt̪ʰɐ͡ɪ̯ bʱul
তোমার মত খারাপ ছেলে আমি আর একটাও  দেখিনি,Mymensingh তোমার মত খারাপ ছেড়া আমি আর একটাও  দেখসিনা,mɔʲɪnsho t̪omɐɾ mɔt̪ kʰɐɾɐp cʰeɽɐ ɐmɪ ɐɾ ɛktɐ͡o̯  d̪ekʰʃɪnɐ
বিয়ের জন্য আম্মা  আমার জন্য ছেলে  খুজতাসে,Mymensingh বিয়ার লাইজ্ঞা আম্মা  আমার লাইজ্ঞা ছেড়া  খুজতাসে,menʃɪng bɪʲɐɾ lɐ͡ɪ̯ggɐ ɐmmɐ  ɐmɐɾ lɐ͡ɪ̯ggɐ cʰeɽɐ  kʰuɟt̪ɐʃe
আব্বা আমাকে গতকাল একটা ছেলের সাথে দেখা করতে বলেছিল,Mymensingh আব্বা আমারে কালকে একটা ছেড়ার সাথে দেখা করতে কইসিন,mɔʲensɪn ɐbbɐ ɐmɐɾe kɐloke ɛktɐ cʰeɽɐɾ ʃɐt̪ʰe d̪ɛkʰɐ koɾt̪e ko͡ɪ̯ʃɪn
ছেলেটিকে আমার একদমই ভালো লাগেনি,Mymensingh ছেড়াডারে আমার এক্কেরেই ভালা লাগসেনা,mɔnoʃɪnɐ cʰeɽɐdɐɾe ɐmɐɾ ɛkkeɾe͡ɪ̯ bʱɐlɐ lɐgʃenɐ
মেয়েটি গোলাপি রঙের শাড়ি পরে এসেছিল,Mymensingh ছেড়িডার গোলাপি রংগের শাড়ি পইরা আইসিল,menʃɪn cʰeɽɪdɐɾ golɐpɪ ɾɔŋgeɾ ʃɐɽɪ po͡ɪ̯ɾɐ ɐ͡ɪ̯sɪl
আমার দুইদিন পরে বিয়ে হবে,Mymensingh আমার দুইদিন বাদে বিয়া হইব,menʃɪn ɐmɐɾ d̪u͡ɪ̯d̪ɪn bɐd̪e bɪʲɐ ho͡ɪ̯bo
ছেলেটি এখন আর বিকালে খেলতে বের হয় না,Mymensingh ছেড়াডার এহন আর বিকালে খেলত বাইর হয় না,mɪmɪnʃ cʰeɽɐdɐɾ ehon ɐɾ bɪkɐle kʰelɔt̪o bɐ͡ɪ̯ɾ hɔe̯ nɐ
মেয়েটি সকালে ঘুম থেকে উঠেই পরতে বসে,Mymensingh ছেড়িডা সকালে ঘুম থাইক্কা উইত্থাই পরতে বয়,menʃɪng cʰeɽɪdɐ ʃɔkɐle gʱum t̪ʰɐ͡ɪ̯kkɐ u͡ɪ̯t̪t̪ʰɐ͡ɪ̯ poɾt̪e bɔe̯
আমার চাচা বিদেশ থেকে গতকাল বাংলাদেশে এসেছে,Mymensingh আমার চাচা বিদেশ থাইক্কা কালকে বাংলাদেশে আইসে,mɔʲensɪng ɐmɐɾ cɐcɐ bɪd̪eʃ t̪ʰɐ͡ɪ̯kkɐ kɐloke bɐŋlɐd̪eʃe ɐ͡ɪ̯ʃe
আমার বাসার দারওয়ান অনেক ভালো মানুষ,Mymensingh আমার বাসার দারওয়ান অনেক ভালা মানুষ,menʃɔn ɐmɐɾ bɐʃɐɾ d̪ɐɾoʷɐn ɔnek bʱɐlɐ mɐnuʃ
আমার বন্ধু খুলনা ঘুরতে গিয়েছে,Mymensingh আমার বন্ধু খুলনা ঘুরতে গিয়েছে,mɔʲensɪn ɐmɐɾ bond̪ʱu kʰulnɐ gʱuɾt̪e gɪʲecʰe
আমার ঘুরতে অনেক ভালো  লাগে,Mymensingh আমার ঘুরতে মেলা ভালা লাগে,menʃɪnh ɐmɐɾ gʱuɾt̪e mɛlɐ bʱɐlɐ lɐge
আমি বিদেশে গিয়ে অনেক ঘুরতে চাই,Mymensingh আমি বিদেশে যায়া মেলা ঘুরতাম চাই,mɔʲensɪg ɐmɪ bɪd̪eʃe ɟɐʲɐ mɛlɐ gʱuɾt̪ɐm cɐ͡ɪ̯
তুমি আমাকে বিরক্ত করো না,Mymensingh তুমি আমারে বিরক্ত কইরো না,mɔʃensɪn t̪umɪ ɐmɐɾe bɪɾokt̪o ko͡ɪ̯ɾo nɐ
তিনি আমাকে অনেক অপমান করেছে,Mymensingh হেয় আমারে মেলা অপমান করসে,mɔʃensɪn hee̯ ɐmɐɾe mɛlɐ ɔpomɐn koɾʃe
আমার সকালে উঠে বই পরতে অনেক ভালো লাগে,Mymensingh আমার সকালে উইত্থা বই পরতে মেলা ভালা লাগে,menʃɪn ɐmɐɾ ʃɔkɐle u͡ɪ̯t̪t̪ʰɐ bo͡ɪ̯ poɾt̪e mɛlɐ bʱɐlɐ lɐge
আমার ছোট ভাই একদমই পড়ালেখা করতে চায় না,Mymensingh আমার ছোট ভাই এক্কেরেই পড়ালেহা করতে চায় না,mɔnoʃɪn ɐmɐɾ cʰoto bʱɐ͡ɪ̯ ɛkkeɾe͡ɪ̯ pɔɽɐlehɐ koɾt̪e cɐe̯ nɐ
আমার ছোট ভাই  বিদ্যালয়ে  যেতে চায় না,Mymensingh আমার ছোট ভাই ইস্কুলে  যাইতে চায় না,menʃɪnh ɐmɐɾ cʰoto bʱɐ͡ɪ̯ ɪskule  ɟɐ͡ɪ̯t̪e cɐe̯ nɐ
আমার ছোট ভাইয়ের বিদ্যালয়ে গিয়ে পড়ালেখা করতে ভাল লাগে না,Mymensingh আমার ছোট ভাইয়ের বিদ্যালয়ে গিয়ে পড়ালেখা করতে ভাল লাগে না,mɔnoʃɪn ɐmɐɾ cʰoto bʱɐ͡ɪ̯ʲeɾ bɪd̪d̪ɐlɔʲe gɪʲe pɔɽɐlekʰɐ koɾt̪e bʱɐlo lɐge nɐ
আমি একদিন  বিদ্যালয়ের মাঠে মাথা ঘুরিয়ে পরে গিয়েছিলাম,Mymensingh আমি একদিন  ইস্কুলের মাঠে মাথা ঘুরায়া পইরা গেসিলাম,mɔʲensɪn ɐmɪ ɛkd̪ɪn  ɪskuleɾ mɐtʰe mɐt̪ʰɐ gʱuɾɐʲɐ po͡ɪ̯ɾɐ gesɪlɐm
আপনি কি আমাকে কোনদিনও ভালবাসবেন না ?,Mymensingh আফনে কি আমারে কোনদিনও ভালবাসবেন না ?,mɔnoʃɔne kɪ ɐmɐɾe kond̪ɪno bʱɐlbɐʃben nɐ?
আমার বন্ধু আজকে সকালে ফুটবল খেলেছে,Mymensingh আমার বন্ধু আজকে সকালে ফুটবল খেলসে,menoʃe ɐmɐɾ bond̪ʱu ɐɟke ʃɔkɐle pʰutbɔl kʰelʃe
তুমি আমার মনের কথা একদমই বুঝো না ,Mymensingh তুমি আমার মনের কথা এক্কেরেই বুঝো না ,mɔʲensɪg t̪umɪ ɐmɐɾ moneɾ kɔt̪ʰɐ ɛkkeɾe͡ɪ̯ buɟʱo nɐ 
আমার আম্মু অনেক ভালো রান্না করে,Mymensingh আমার আম্মু অনেক ভালা রান্না করে,menosho ɐmɐɾ ɐmmu ɔnek bʱɐlɐ ɾɐnnɐ koɾe
আমার বন্ধু এখন ঘুমাতে যাবে,Mymensingh আমার বন্ধু এহন ঘুমাইতে যাইব,mɪmɪnʃ ɐmɐɾ bond̪ʱu ehon gʱumɐ͡ɪ̯t̪e ɟɐ͡ɪ̯bo
আমার ছোট বোন নাচতে পারে,Mymensingh আমার ছোট বইন নাচতে পারে,mɔʃensɪg ɐmɐɾ cʰoto bo͡ɪ̯n nɐct̪e pɐɾe
আমার বন্ধু এইবার ছুটিতে রাজশাহী ঘুরতে যাবে,Mymensingh আমার বন্ধু এইবার ছুটিতে রাজশাহী ঘুরতে যাইব,mɔʲensɪn ɐmɐɾ bond̪ʱu e͡ɪ̯bɐɾ cʰutɪt̪e ɾɐɟʃɐhɪ gʱuɾt̪e ɟɐ͡ɪ̯bo
আমার বন্ধু  যাকে ভালবাসে  সে রাজশাহী থাকে,Mymensingh আমার বন্ধু  যারে ভালবাসে হেয় রাজশাহী থাকে,mɔʲensɪn ɐmɐɾ bond̪ʱu  ɟɐɾe bʱɐlbɐʃe hee̯ ɾɐɟʃɐhɪ t̪ʰɐke
মেয়েটি  রাজশাহী থেকে আমার বড় ভাইয়ের সাথে দেখা করতে এসেছিল,Mymensingh মাইয়াডা রাজশাহী থাইক্কা আমার বড় ভাইয়ের সাথে দেখা করতে আইসিল,menʃɪnh mɐ͡ɪ̯ʲɐdɐ ɾɐɟʃɐhɪ t̪ʰɐ͡ɪ̯kkɐ ɐmɐɾ bɔɽo bʱɐ͡ɪ̯ʲeɾ ʃɐt̪ʰe d̪ɛkʰɐ koɾt̪e ɐ͡
মেয়েটি এখন সিলেট যাবে,Mymensingh মাইয়াডা এহন সিলেট যাইব,menʃɪn mɐ͡ɪ̯ʲɐdɐ ehon sɪlet ɟɐ͡ɪ̯bo
আমার বড় ভাই এখন তাঁর বন্ধুদের সাথে সিগারেট খায় না,Mymensingh আমার বড় ভাই এহন হের বন্ধুরার লগে সিগারেট খায় না,mɔʲenʃɔn ɐmɐɾ bɔɽo bʱɐ͡ɪ̯ ehon heɾ bond̪ʱuɾɐɾ lɔge ʃɪgɐɾet kʰɐe̯ nɐ
আপনি কি আমাকে আগে কোনদিন দেখেছেন ?,Mymensingh আফনে কি আমারে আগে কোনদিন দেখসেন ?,menoʃen ɐcʰone kɪ ɐmɐɾe ɐge kond̪ɪn d̪ekʰʃen?
আপনি কি আমাকে চিনতে পেরেছেন?,Mymensingh আফনে কি আমারে চিনতে পারসেন?,menʃɪn ɐcʰone kɪ ɐmɐɾe cɪnt̪e pɐɾsen?
ছেলেটি আমাকে চিনতে পারল না,Mymensingh ছেড়াডা আমারে চিনতে পারল না,mɔʲensɪng cʰeɽɐdɐ ɐmɐɾe cɪnt̪e pɐɾol nɐ
মেয়েটি তোমাকে  চিনতে পারল না,Mymensingh মাইয়াডা তোমারে  চিনতে পারল না,mɪnʃɪn mɐ͡ɪ̯ʲɐdɐ t̪omɐɾe  cɪnt̪e pɐɾol nɐ
আমার এখন পড়ালেখা করা উচিত,Mymensingh আমার এহন পড়ালেহা করন উচিত,menʃɪn ɐmɐɾ ehon pɔɽɐlehɐ kɔɾon ucɪt̪
অনেক রাত হয়েছে এখন আমার ছোট বোন ঘুমাতে যাবে,Mymensingh মেলা রাইত এহন আমার ছোট বইন ঘুমাইতে যাইব,mɔʲensɪnho mɛlɐ ɾɐ͡ɪ̯t̪o ehon ɐmɐɾ cʰoto bo͡ɪ̯n gʱumɐ͡ɪ̯t̪e ɟɐ͡ɪ̯bo
আমাকে পরিক্ষার আগে সব কিছু নিয়ে পড়ালেখা করতে হবে,Mymensingh আমারে পরিক্ষার আগে বেগ কিসু নিয়া পড়ালেহা করতে হইব,mɔʃɪng ɐmɐɾe poɾɪkkʰɐɾ ɐge beg kɪʃu nɪʲɐ pɔɽɐlehɐ koɾt̪e ho͡ɪ̯bo
